tweet_id,tweet_created,latitude,longitude,category,text,is_cluster
e75c7bf1-7fc1-46,2025-11-20 17:15:00,-2.160951,-79.900879,obstaculo,Hay un hueco cráter en Kennedy que me reventó la llanta. 🚗,0
b511c13d-39a2-41,2025-11-20 17:15:00,-2.140859,-79.873303,no_incidentes,"Usuarios informan: Comprando agua en el semáforo de Samborondon, todo tranquilo. #TránsitoGye",0
2eb9ed76-b379-44,2025-11-20 17:15:00,-2.153397,-79.958841,no_incidentes,Alerta 🚨 Que calor insoportable hace hoy en Perimetral. #Guayaquil,0
d7f74590-689d-44,2025-11-20 17:15:00,-2.171106,-79.90821,accidente,"Siniestro de tránsito en Urdesa, unidades de la ATM avanzan. 😡",0
1344ce8e-5e97-45,2025-11-20 17:15:00,-2.145623,-79.904013,obstaculo,"Reportan: Trabajos en la vía en Alborada sin señalización, peligroso. #Guayaquil",0
436348cd-79b7-40,2025-11-20 17:15:00,-2.173554,-80.000756,no_incidentes,"Usuarios informan: Comprando agua en el semáforo de Via a la Costa, todo tranquilo. 🚗",0
cc9c257c-dbcb-48,2025-11-20 17:15:00,-2.175803,-79.909536,no_incidentes,Usuarios informan: Que calor insoportable hace hoy en Urdesa. #Guayaquil,0
5b9e42df-f67b-44,2025-11-20 17:15:00,-2.150124,-79.960086,obstaculo,"Trabajos en la vía en Perimetral sin señalización, peligroso.",1
9dee642f-3b26-4f,2025-11-20 17:15:00,-2.145606,-79.904192,no_incidentes,"Reportan: Saliendo del estadio en Alborada, ganamos!!! #TránsitoGye",0
6564ae42-93e2-4c,2025-11-20 17:15:00,-2.151616,-79.961892,accidente,"Alerta 🚨 Motorizado accidentado en Perimetral, ya está la ambulancia. #Guayaquil",0
bd312c27-8197-4d,2025-11-20 17:15:00,-2.228572,-79.899063,obstaculo,Reportan: Bus de la Metrovía dañado bloqueando carril en Sur (Pradera). pilas.,0
9d9b7631-acab-45,2025-11-20 17:15:00,-2.149917,-79.95952,trafico,Congestión vehicular alta por salida de oficinas en Perimetral. .,1
bd8d900f-7ce6-4e,2025-11-20 17:15:00,-2.173137,-79.913975,obstaculo,"Reportan: Árbol caído por la lluvia en Urdesa, cuidado. @ATM_Transito",0
277b8496-e891-40,2025-11-20 17:15:00,-2.150291,-79.959823,trafico,"Llevo media hora parado en Perimetral, avancen!!! 😡",1
a1222c79-df82-44,2025-11-20 17:15:00,-2.140341,-79.86754,obstaculo,"Usuarios informan: Semáforo apagado en Samborondon, es un caos, manden vigilantes. 😡",0
e0f04177-67ed-40,2025-11-20 17:15:00,-2.151884,-79.960873,accidente,Reportan: ¡Qué bestia! Cómo se trepó ese carro al parterre en Perimetral. pilas.,0
7a120c7d-925e-48,2025-11-20 17:15:00,-2.175099,-79.993407,trafico,Alerta 🚨 Congestión vehicular alta por salida de oficinas en Via a la Costa. pilas.,0
5fb913fa-a0a9-47,2025-11-20 17:15:00,-2.167349,-79.900313,trafico,Reportan: Taponamiento total en la entrada a Kennedy. .,0
b9bc3ade-9ed4-43,2025-11-20 17:15:00,-2.236401,-79.90352,accidente,Alerta 🚨 ¡Qué bestia! Cómo se trepó ese carro al parterre en Sur (Pradera). .,0
b737b4c9-5808-40,2025-11-20 17:15:00,-2.149728,-79.959709,obstaculo,"Trabajos en la vía en Perimetral sin señalización, peligroso.",1
5dc35c04-c5d7-4b,2025-11-20 17:15:00,-2.166879,-80.005398,no_incidentes,"Alerta 🚨 Ojalá no haya **accidente** hoy, quiero llegar a casa. #TránsitoGye",0
f9405603-d661-49,2025-11-20 17:15:00,-2.175763,-79.912856,accidente,"Precaución: colisión vehicular en Urdesa, vidrios en la calzada. 🚗",0
e27db35a-ab0a-4b,2025-11-20 17:15:00,-2.140896,-79.900257,trafico,"Colapsada la vía en Alborada, no se mueve nada. @ATM_Transito",0
c1e64440-1704-4e,2025-11-20 17:15:00,-2.171405,-79.914498,trafico,Ojo: Congestión vehicular alta por salida de oficinas en Urdesa. #TránsitoGye,0
b7b6fee2-a18e-40,2025-11-20 17:15:00,-2.164311,-79.897681,no_incidentes,"Saliendo del estadio en Kennedy, ganamos!!! #TránsitoGye",0
d887d182-202d-42,2025-11-20 17:15:00,-2.166364,-79.906085,no_incidentes,Usuarios informan: ¿Alguien sabe si hay operativo de la ATM en Kennedy? .,0
b27a58ca-924d-47,2025-11-20 17:15:00,-2.149589,-79.960141,obstaculo,"Usuarios informan: Trabajos en la vía en Perimetral sin señalización, peligroso. #Guayaquil",1
68c0e294-2d92-44,2025-11-20 17:15:00,-2.154284,-79.910081,trafico,Ojo: Tráfico pesado en Alborada sentido norte-sur. .,0
e86a399e-3977-4f,2025-11-20 17:15:00,-2.150041,-79.959774,obstaculo,Alerta 🚨 Bus de la Metrovía dañado bloqueando carril en Perimetral. #TránsitoGye,1
7a367284-b53f-40,2025-11-20 17:15:00,-2.192811,-79.890387,accidente,"Usuarios informan: Choque por alcance en Centro, carril izquierdo cerrado. 😡",1
b066b954-0880-45,2025-11-20 17:15:00,-2.193042,-79.890978,accidente,"Alerta 🚨 Motorizado accidentado en Centro, ya está la ambulancia. 🚗",1
04c3cf26-ff97-41,2025-11-20 17:15:00,-2.174728,-79.995006,trafico,Tráfico pesado en Via a la Costa sentido norte-sur. #TránsitoGye,0
63e6f955-d2d4-46,2025-11-20 17:15:00,-2.146695,-79.897546,trafico,Usuarios informan: Tráfico pesado en Alborada sentido norte-sur.,0
fdc21e3a-df4d-42,2025-11-20 17:15:00,-2.175466,-79.914164,trafico,Ojo: Tráfico pesado en Urdesa sentido norte-sur. .,0
88c1675e-3cbe-4e,2025-11-20 17:15:00,-2.149844,-79.960363,obstaculo,Alerta 🚨 Bus de la Metrovía dañado bloqueando carril en Perimetral. #TránsitoGye,1
0a3b29c9-e53b-4d,2025-11-20 17:15:00,-2.141975,-79.867965,trafico,Taponamiento total en la entrada a Samborondon. 😡,0
5dedcc03-35b4-42,2025-11-20 17:15:00,-2.15358,-79.95476,no_incidentes,"Ojalá no haya **accidente** hoy, quiero llegar a casa. .",0
0f0c6c89-1eda-40,2025-11-20 17:15:00,-2.163135,-79.904493,obstaculo,Carro botado por desperfecto mecánico en Kennedy. .,0
02a32c8b-e37e-47,2025-11-20 17:15:00,-2.173209,-79.91267,obstaculo,Ojo: Hay un hueco cráter en Urdesa que me reventó la llanta. 🚗,1
38ade6d5-df50-46,2025-11-20 17:15:00,-2.150716,-79.955524,no_incidentes,Ojo: Que calor insoportable hace hoy en Perimetral. @ATM_Transito,0
e8498fbd-9019-49,2025-11-20 17:15:00,-2.173762,-79.998272,trafico,"Ojo: Colapsada la vía en Via a la Costa, no se mueve nada. #Guayaquil",0
3d5b26a7-50f1-47,2025-11-20 17:15:00,-2.150139,-79.960441,trafico,"Reportan: Filas interminables en Perimetral, parece que el semáforo no sirve. pilas.",1
b5416e77-2f1f-44,2025-11-20 17:15:00,-2.149685,-79.960135,obstaculo,"Semáforo apagado en Perimetral, es un caos, manden vigilantes. pilas.",1
1c8e0617-5380-4d,2025-11-20 17:15:00,-2.14992,-79.960528,obstaculo,Usuarios informan: Bus de la Metrovía dañado bloqueando carril en Perimetral. 🚗,1
bd1d9655-60c6-44,2025-11-20 17:15:00,-2.172926,-79.911563,obstaculo,"Ojo: Semáforo apagado en Urdesa, es un caos, manden vigilantes. 😡",1
d3ea994c-7af0-41,2025-11-20 17:15:00,-2.172428,-79.911885,obstaculo,"Reportan: Semáforo apagado en Urdesa, es un caos, manden vigilantes. .",1
6026a414-c75f-44,2025-11-20 17:16:00,-2.164969,-79.900821,no_incidentes,Que calor insoportable hace hoy en Kennedy. #TránsitoGye,0
cbebba4c-e28a-48,2025-11-20 17:16:00,-2.172409,-79.910378,obstaculo,Reportan: Hay un hueco cráter en Urdesa que me reventó la llanta. #Guayaquil,0
223580d5-4e82-44,2025-11-20 17:16:00,-2.193379,-79.89133,accidente,"Alerta 🚨 Choque por alcance en Centro, carril izquierdo cerrado. #TránsitoGye",1
b6a9c9e2-8e0d-41,2025-11-20 17:16:00,-2.234414,-79.893007,no_incidentes,Reportan: ¿Alguien sabe si hay operativo de la ATM en Sur (Pradera)? @ATM_Transito,0
baa48e53-398b-4f,2025-11-20 17:16:00,-2.163181,-79.904121,accidente,Reportan accidente múltiple bajando el puente de Kennedy. pilas.,0
6078f197-0d1d-49,2025-11-20 17:16:00,-2.149968,-79.959531,trafico,"Alerta 🚨 Filas interminables en Perimetral, parece que el semáforo no sirve. 😡",1
32341282-f140-4f,2025-11-20 17:16:00,-2.150302,-79.960036,trafico,Taponamiento total en la entrada a Perimetral. 😡,1
58b8a287-71fc-41,2025-11-20 17:16:00,-2.165681,-79.898781,trafico,"Reportan: Filas interminables en Kennedy, parece que el semáforo no sirve. #Guayaquil",0
30d17a96-b740-4c,2025-11-20 17:16:00,-2.146286,-79.957806,no_incidentes,"Mucha gente reunida en Perimetral por el desfile, buen ambiente. @ATM_Transito",0
832745ef-17a4-45,2025-11-20 17:16:00,-2.169557,-79.914441,accidente,"Reportan: Choque por alcance en Urdesa, carril izquierdo cerrado. 😡",0
717339a7-2cae-43,2025-11-20 17:16:00,-2.145486,-79.867562,no_incidentes,"Saliendo del estadio en Samborondon, ganamos!!! @ATM_Transito",0
57937995-e183-40,2025-11-20 17:16:00,-2.167871,-80.001143,no_incidentes,Reportan: Que calor insoportable hace hoy en Via a la Costa. @ATM_Transito,0
10de2671-967a-41,2025-11-20 17:16:00,-2.14037,-79.87196,obstaculo,Alerta 🚨 Bus de la Metrovía dañado bloqueando carril en Samborondon. pilas.,0
a302e558-d266-44,2025-11-20 17:16:00,-2.173183,-79.912133,obstaculo,"Alerta 🚨 Árbol caído por la lluvia en Urdesa, cuidado. #TránsitoGye",1
44ba7a5d-123f-43,2025-11-20 17:16:00,-2.149852,-79.959674,trafico,"Usuarios informan: Filas interminables en Perimetral, parece que el semáforo no sirve. 😡",1
43146e84-7519-44,2025-11-20 17:16:00,-2.150202,-79.960231,trafico,"Usuarios informan: Colapsada la vía en Perimetral, no se mueve nada.",1
103bc915-9fb8-44,2025-11-20 17:16:00,-2.166981,-79.900057,accidente,"Reportan: Precaución: colisión vehicular en Kennedy, vidrios en la calzada.",0
146d10d8-d7e6-4b,2025-11-20 17:16:00,-2.150104,-79.960096,trafico,"Usuarios informan: Colapsada la vía en Perimetral, no se mueve nada. @ATM_Transito",1
9567ce7b-061e-49,2025-11-20 17:16:00,-2.192128,-79.89178,no_incidentes,"Alerta 🚨 Comprando agua en el semáforo de Centro, todo tranquilo. #TránsitoGye",0
608b342b-5ffb-4a,2025-11-20 17:16:00,-2.173204,-79.911546,obstaculo,Ojo: Hay un hueco cráter en Urdesa que me reventó la llanta. .,1
0f33fc25-aa6e-42,2025-11-20 17:16:00,-2.192723,-79.890433,accidente,Usuarios informan: Reportan accidente múltiple bajando el puente de Centro. #TránsitoGye,1
0f2cac15-2457-4b,2025-11-20 17:16:00,-2.150249,-79.960296,trafico,Taponamiento total en la entrada a Perimetral. pilas.,1
d6917dca-c065-4a,2025-11-20 17:16:00,-2.137097,-79.872846,trafico,Reportan: Taponamiento total en la entrada a Samborondon.,0
a83d7b84-ce35-49,2025-11-20 17:16:00,-2.19346,-79.890754,accidente,Usuarios informan: ¡Qué bestia! Cómo se trepó ese carro al parterre en Centro.,1
c49ba7c0-f375-4f,2025-11-20 17:16:00,-2.174766,-79.909925,obstaculo,Ojo: Bus de la Metrovía dañado bloqueando carril en Urdesa. #Guayaquil,0
8ceaeb13-2795-40,2025-11-20 17:16:00,-2.149663,-79.959973,trafico,"Alerta 🚨 Llevo media hora parado en Perimetral, avancen!!! 🚗",1
7bce9e58-abc2-4f,2025-11-20 17:16:00,-2.191664,-79.888758,no_incidentes,Reportan: ¿Alguien sabe si hay operativo de la ATM en Centro? 🚗,0
921a596d-c36e-4e,2025-11-20 17:16:00,-2.144715,-79.907293,no_incidentes,"Usuarios informan: Feria de comida en Alborada, recomendado visitar.",0
c8219e04-8b91-46,2025-11-20 17:16:00,-2.169521,-79.910794,obstaculo,"Alerta 🚨 Semáforo apagado en Urdesa, es un caos, manden vigilantes. #Guayaquil",0
0f2b34ba-5cc4-47,2025-11-20 17:16:00,-2.149915,-79.960369,trafico,"Reportan: Filas interminables en Perimetral, parece que el semáforo no sirve. 😡",1
00c7604c-5f41-48,2025-11-20 17:16:00,-2.192609,-79.891274,accidente,"Siniestro de tránsito en Centro, unidades de la ATM avanzan. #Guayaquil",1
8eeeefc4-abfd-43,2025-11-20 17:16:00,-2.173058,-79.912094,obstaculo,"Trabajos en la vía en Urdesa sin señalización, peligroso. #TránsitoGye",1
2e52e565-6dfa-4f,2025-11-20 17:16:00,-2.171462,-79.997125,no_incidentes,"Reportan: Comprando agua en el semáforo de Via a la Costa, todo tranquilo. .",0
dd639c87-c7a3-48,2025-11-20 17:16:00,-2.136224,-79.866779,no_incidentes,"Saliendo del estadio en Samborondon, ganamos!!!",0
6863714c-c2d8-40,2025-11-20 17:16:00,-2.172942,-79.912037,obstaculo,"Alerta 🚨 Trabajos en la vía en Urdesa sin señalización, peligroso. @ATM_Transito",1
3cdba02e-3574-46,2025-11-20 17:16:00,-2.149917,-79.95975,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Perimetral. 😡,1
e9d76ee0-401f-43,2025-11-20 17:16:00,-2.149269,-79.95994,trafico,Ojo: Tráfico pesado en Perimetral sentido norte-sur.,1
60617baa-1944-48,2025-11-20 17:16:00,-2.142715,-79.869768,no_incidentes,"Usuarios informan: Comprando agua en el semáforo de Samborondon, todo tranquilo. 😡",0
398f75c0-0d89-43,2025-11-20 17:16:00,-2.173171,-79.912315,obstaculo,Ojo: Bus de la Metrovía dañado bloqueando carril en Urdesa. #TránsitoGye,1
09701cce-e3ae-48,2025-11-20 17:16:00,-2.143306,-79.956852,no_incidentes,"Alerta 🚨 Ojalá no haya **accidente** hoy, quiero llegar a casa. #TránsitoGye",0
8bf620a8-cb5d-40,2025-11-20 17:16:00,-2.173304,-79.911862,obstaculo,"Árbol caído por la lluvia en Urdesa, cuidado. @ATM_Transito",1
5391104d-8a62-43,2025-11-20 17:16:00,-2.226765,-79.898877,obstaculo,"Alerta 🚨 Semáforo apagado en Sur (Pradera), es un caos, manden vigilantes. 🚗",0
b4a06920-865f-42,2025-11-20 17:16:00,-2.143949,-79.962169,obstaculo,"Semáforo apagado en Perimetral, es un caos, manden vigilantes.",0
4f76feda-6374-46,2025-11-20 17:16:00,-2.193366,-79.891248,accidente,¡Qué bestia! Cómo se trepó ese carro al parterre en Centro. @ATM_Transito,1
8e37681a-ade5-43,2025-11-20 17:16:00,-2.193224,-79.891138,accidente,Reportan accidente múltiple bajando el puente de Centro.,1
479f474b-c3b9-47,2025-11-20 17:16:00,-2.166482,-79.902105,no_incidentes,"Reportan: Increíble el concierto aquí en Kennedy, está llenísimo. #Guayaquil",0
977cb6d6-8eef-43,2025-11-20 17:16:00,-2.15048,-79.960184,trafico,Alerta 🚨 Taponamiento total en la entrada a Perimetral. 🚗,1
38bb8184-aafe-4b,2025-11-20 17:16:00,-2.193013,-79.890801,accidente,"Siniestro de tránsito en Centro, unidades de la ATM avanzan. #Guayaquil",1
f26014bd-0212-43,2025-11-20 17:16:00,-2.14468,-79.869425,obstaculo,Alerta 🚨 Carro botado por desperfecto mecánico en Samborondon. @ATM_Transito,0
c38af586-8f6e-4c,2025-11-20 17:16:00,-2.165068,-79.895984,accidente,"Precaución: colisión vehicular en Kennedy, vidrios en la calzada. pilas.",0
afa6ad78-0a99-44,2025-11-20 17:17:00,-2.174161,-80.001936,obstaculo,"Árbol caído por la lluvia en Via a la Costa, cuidado. @ATM_Transito",0
4c4950b3-ac30-48,2025-11-20 17:17:00,-2.143628,-79.867097,trafico,Taponamiento total en la entrada a Samborondon. 😡,0
0a421d46-abad-4b,2025-11-20 17:17:00,-2.190243,-79.89141,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Centro. #TránsitoGye,0
86c6af3a-022a-43,2025-11-20 17:17:00,-2.151323,-79.898284,accidente,"Usuarios informan: Precaución: colisión vehicular en Alborada, vidrios en la calzada. @ATM_Transito",0
9362d795-7699-4f,2025-11-20 17:17:00,-2.188352,-79.890152,obstaculo,"Ojo: Semáforo apagado en Centro, es un caos, manden vigilantes. @ATM_Transito",0
dbba07b8-1e18-48,2025-11-20 17:17:00,-2.17344,-79.911916,obstaculo,"Ojo: Semáforo apagado en Urdesa, es un caos, manden vigilantes. #TránsitoGye",1
686575e8-cf36-41,2025-11-20 17:17:00,-2.134462,-79.867,accidente,"Usuarios informan: Choque por alcance en Samborondon, carril izquierdo cerrado. .",0
5ff0e35c-196e-44,2025-11-20 17:17:00,-2.139524,-79.869854,trafico,Ojo: Congestión vehicular alta por salida de oficinas en Samborondon. 😡,0
5d724d26-9bc9-47,2025-11-20 17:17:00,-2.149807,-79.959992,trafico,"La Perimetral está imposible a esta hora, eviten. #TránsitoGye",1
b86bd404-45d8-49,2025-11-20 17:17:00,-2.169832,-80.004157,obstaculo,"Alerta 🚨 Árbol caído por la lluvia en Via a la Costa, cuidado. @ATM_Transito",0
81069854-9241-4b,2025-11-20 17:17:00,-2.232543,-79.905216,no_incidentes,"Usuarios informan: Saliendo del estadio en Sur (Pradera), ganamos!!! 🚗",0
7275c38e-2457-4c,2025-11-20 17:17:00,-2.145545,-79.906618,no_incidentes,¿Alguien sabe si hay operativo de la ATM en Alborada? 🚗,0
f9d61d28-eccd-43,2025-11-20 17:17:00,-2.218687,-79.894741,obstaculo,Bus de la Metrovía dañado bloqueando carril en Sur (Pradera).,0
209fa4c4-6ab0-4b,2025-11-20 17:17:00,-2.172797,-79.912683,obstaculo,Ojo: Bus de la Metrovía dañado bloqueando carril en Urdesa. @ATM_Transito,1
13e1efe1-7f3d-40,2025-11-20 17:17:00,-2.194157,-79.891271,accidente,"Usuarios informan: Siniestro de tránsito en Centro, unidades de la ATM avanzan. #Guayaquil",1
8dc75fcf-3057-44,2025-11-20 17:17:00,-2.176276,-79.997626,no_incidentes,Usuarios informan: Que calor insoportable hace hoy en Via a la Costa. .,0
d2485a3b-2277-4d,2025-11-20 17:17:00,-2.163755,-79.901926,accidente,Usuarios informan: Se acaban de dar duro dos carros en la principal de Kennedy. @ATM_Transito,0
7581bcfc-3a69-46,2025-11-20 17:17:00,-2.155259,-79.992231,trafico,"Usuarios informan: Colapsada la vía en Via a la Costa, no se mueve nada. 🚗",0
b8392dab-65b6-40,2025-11-20 17:17:00,-2.167044,-79.898219,no_incidentes,"Alerta 🚨 Mucha gente reunida en Kennedy por el desfile, buen ambiente.",0
02ba9a4e-f64b-4d,2025-11-20 17:17:00,-2.149973,-79.959947,trafico,"Reportan: Colapsada la vía en Perimetral, no se mueve nada. 🚗",1
e259226c-cd90-42,2025-11-20 17:17:00,-2.19286,-79.891298,accidente,"Usuarios informan: Precaución: colisión vehicular en Centro, vidrios en la calzada. @ATM_Transito",1
d51f9cb3-543d-4a,2025-11-20 17:17:00,-2.172772,-79.912317,obstaculo,Hay un hueco cráter en Urdesa que me reventó la llanta. #Guayaquil,1
31cdf138-6e29-45,2025-11-20 17:17:00,-2.139732,-79.871101,accidente,"Motorizado accidentado en Samborondon, ya está la ambulancia. 😡",0
644abed9-824d-4d,2025-11-20 17:17:00,-2.150436,-79.959455,trafico,"Colapsada la vía en Perimetral, no se mueve nada. .",1
3fb52f7f-740d-49,2025-11-20 17:17:00,-2.172098,-80.000668,no_incidentes,Usuarios informan: ¿Alguien sabe si hay operativo de la ATM en Via a la Costa? #TránsitoGye,0
9a19ce90-b126-4d,2025-11-20 17:17:00,-2.163916,-79.897772,accidente,"Choque por alcance en Kennedy, carril izquierdo cerrado. 🚗",0
1d0c9bb4-1fe3-45,2025-11-20 17:17:00,-2.193092,-79.890479,accidente,Reportan accidente múltiple bajando el puente de Centro. 😡,1
addf9186-1704-4c,2025-11-20 17:17:00,-2.172596,-79.912188,obstaculo,"Reportan: Árbol caído por la lluvia en Urdesa, cuidado. 😡",1
0cb99f1a-f142-4c,2025-11-20 17:17:00,-2.166145,-79.987403,obstaculo,Carro botado por desperfecto mecánico en Via a la Costa. 🚗,0
d69cdc91-9a80-48,2025-11-20 17:17:00,-2.154627,-79.956416,accidente,Alerta 🚨 ¡Qué bestia! Cómo se trepó ese carro al parterre en Perimetral. #TránsitoGye,0
5e1ccc7e-a905-45,2025-11-20 17:17:00,-2.234534,-79.898171,trafico,Taponamiento total en la entrada a Sur (Pradera). #TránsitoGye,0
7c21d46a-5a1a-48,2025-11-20 17:17:00,-2.150764,-79.962248,no_incidentes,"Reportan: Increíble el concierto aquí en Perimetral, está llenísimo. pilas.",0
68e8c1f1-f38c-4c,2025-11-20 17:17:00,-2.149721,-79.959666,trafico,"Ojo: Llevo media hora parado en Perimetral, avancen!!! #Guayaquil",1
1170257f-b196-43,2025-11-20 17:17:00,-2.174653,-79.917626,obstaculo,"Alerta 🚨 Trabajos en la vía en Urdesa sin señalización, peligroso. .",0
96331d34-1537-4e,2025-11-20 17:17:00,-2.150191,-79.959843,trafico,Ojo: Tráfico pesado en Perimetral sentido norte-sur. @ATM_Transito,1
7b573a04-7fe8-45,2025-11-20 17:17:00,-2.148692,-79.903881,obstaculo,"Alerta 🚨 Semáforo apagado en Alborada, es un caos, manden vigilantes.",0
229fbb3d-7ed1-48,2025-11-20 17:17:00,-2.146657,-79.910523,accidente,Usuarios informan: ¡Qué bestia! Cómo se trepó ese carro al parterre en Alborada. pilas.,0
adc29ecb-d2d9-46,2025-11-20 17:17:00,-2.154315,-79.960517,no_incidentes,"Alerta 🚨 Comprando agua en el semáforo de Perimetral, todo tranquilo. @ATM_Transito",0
c8e28b1e-2545-4c,2025-11-20 17:17:00,-2.172874,-79.912193,obstaculo,Bus de la Metrovía dañado bloqueando carril en Urdesa. #TránsitoGye,1
1b0133ab-20ec-4e,2025-11-20 17:17:00,-2.193096,-79.890822,accidente,Ojo: ¡Qué bestia! Cómo se trepó ese carro al parterre en Centro. pilas.,1
c48014ba-8b04-4b,2025-11-20 17:17:00,-2.19,-79.891084,trafico,"Alerta 🚨 Llevo media hora parado en Centro, avancen!!! .",0
0c04b95b-73ab-45,2025-11-20 17:17:00,-2.165539,-79.90123,obstaculo,Carro botado por desperfecto mecánico en Kennedy. #TránsitoGye,0
d8f8284c-74c3-4f,2025-11-20 17:17:00,-2.192629,-79.890767,accidente,"Usuarios informan: Precaución: colisión vehicular en Centro, vidrios en la calzada. pilas.",1
3e7278cf-56d1-48,2025-11-20 17:17:00,-2.150178,-79.960127,trafico,"Alerta 🚨 Colapsada la vía en Perimetral, no se mueve nada. @ATM_Transito",1
05839ad0-6e09-48,2025-11-20 17:17:00,-2.145498,-79.909267,no_incidentes,"Reportan: Saliendo del estadio en Alborada, ganamos!!! #Guayaquil",0
2f719704-8d25-43,2025-11-20 17:17:00,-2.144359,-79.869119,trafico,"Ojo: La Samborondon está imposible a esta hora, eviten. .",0
bfcb5149-dee7-4f,2025-11-20 17:17:00,-2.162894,-79.901385,no_incidentes,Usuarios informan: ¿Alguien sabe si hay operativo de la ATM en Kennedy? #Guayaquil,0
7eacd064-6b3d-42,2025-11-20 17:17:00,-2.17313,-79.912292,obstaculo,"Alerta 🚨 Trabajos en la vía en Urdesa sin señalización, peligroso. @ATM_Transito",1
b3baea19-b88b-46,2025-11-20 17:17:00,-2.171574,-79.915248,trafico,"Alerta 🚨 Colapsada la vía en Urdesa, no se mueve nada. 🚗",0
30ae944f-f741-4f,2025-11-20 17:17:00,-2.193151,-79.890872,accidente,"Usuarios informan: Choque por alcance en Centro, carril izquierdo cerrado.",1
cd2dd195-c657-4b,2025-11-20 17:18:00,-2.139597,-79.864938,no_incidentes,Reportan: ¿Alguien sabe si hay operativo de la ATM en Samborondon? 😡,0
4f251e9d-c5d9-41,2025-11-20 17:18:00,-2.162473,-79.900799,accidente,Alerta 🚨 ¡Qué bestia! Cómo se trepó ese carro al parterre en Kennedy. #TránsitoGye,0
45c4a834-67f1-4f,2025-11-20 17:18:00,-2.195512,-79.890095,trafico,Usuarios informan: Tráfico pesado en Centro sentido norte-sur. 😡,0
668129d9-32c1-49,2025-11-20 17:18:00,-2.146694,-79.961721,trafico,"Alerta 🚨 Filas interminables en Perimetral, parece que el semáforo no sirve.",0
1a54f049-ceb7-49,2025-11-20 17:18:00,-2.172412,-79.914563,no_incidentes,"Feria de comida en Urdesa, recomendado visitar. pilas.",0
9bfb8b4c-c29c-47,2025-11-20 17:18:00,-2.172097,-80.001111,no_incidentes,"Usuarios informan: Feria de comida en Via a la Costa, recomendado visitar.",0
e2824e49-9942-42,2025-11-20 17:18:00,-2.150082,-79.960413,accidente,"Motorizado accidentado en Perimetral, ya está la ambulancia. #TránsitoGye",1
df4d7ac9-df7b-4b,2025-11-20 17:18:00,-2.231305,-79.905355,obstaculo,"Usuarios informan: Semáforo apagado en Sur (Pradera), es un caos, manden vigilantes. pilas.",0
ab2e87ba-3d5f-4b,2025-11-20 17:18:00,-2.181903,-80.001194,trafico,Tráfico pesado en Via a la Costa sentido norte-sur. @ATM_Transito,0
53f08596-06b8-4b,2025-11-20 17:18:00,-2.193808,-79.893316,accidente,"Usuarios informan: Precaución: colisión vehicular en Centro, vidrios en la calzada. #Guayaquil",0
e4a10121-a4e6-42,2025-11-20 17:18:00,-2.14962,-79.959588,trafico,"Llevo media hora parado en Perimetral, avancen!!! @ATM_Transito",1
fda761ee-d655-40,2025-11-20 17:18:00,-2.193246,-79.891242,accidente,Usuarios informan: Reportan accidente múltiple bajando el puente de Centro.,1
45e7f27a-f350-43,2025-11-20 17:18:00,-2.150051,-79.95963,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Perimetral. 😡,1
ee88331b-d001-42,2025-11-20 17:18:00,-2.171455,-80.000029,obstaculo,Ojo: Hay un hueco cráter en Via a la Costa que me reventó la llanta. .,0
1280ed40-7267-41,2025-11-20 17:18:00,-2.173285,-79.912231,obstaculo,Ojo: Carro botado por desperfecto mecánico en Urdesa. 😡,1
d385c754-074d-47,2025-11-20 17:18:00,-2.193539,-79.890819,accidente,"Choque por alcance en Centro, carril izquierdo cerrado. .",1
afc14675-47f1-4b,2025-11-20 17:18:00,-2.1662,-80.002611,accidente,"Precaución: colisión vehicular en Via a la Costa, vidrios en la calzada. pilas.",0
d67d800d-caec-45,2025-11-20 17:18:00,-2.191992,-79.890366,trafico,"Usuarios informan: Filas interminables en Centro, parece que el semáforo no sirve. .",0
063ba368-d6ce-4a,2025-11-20 17:18:00,-2.149244,-79.960067,trafico,Ojo: Tráfico pesado en Perimetral sentido norte-sur. #TránsitoGye,1
47b64e56-45fa-4c,2025-11-20 17:18:00,-2.13486,-79.867061,no_incidentes,"Alerta 🚨 Comprando agua en el semáforo de Samborondon, todo tranquilo. 😡",0
36e83139-e653-49,2025-11-20 17:18:00,-2.172902,-79.912425,obstaculo,Usuarios informan: Carro botado por desperfecto mecánico en Urdesa. #TránsitoGye,1
75076300-a2a9-40,2025-11-20 17:18:00,-2.173089,-79.911494,obstaculo,"Usuarios informan: Trabajos en la vía en Urdesa sin señalización, peligroso. .",1
abcacb24-d078-43,2025-11-20 17:18:00,-2.150125,-79.960389,trafico,Usuarios informan: Congestión vehicular alta por salida de oficinas en Perimetral. #Guayaquil,1
b575d97d-7d57-49,2025-11-20 17:18:00,-2.223588,-79.89657,accidente,"Siniestro de tránsito en Sur (Pradera), unidades de la ATM avanzan. 😡",0
223e2751-07f8-46,2025-11-20 17:18:00,-2.150045,-79.959783,trafico,Congestión vehicular alta por salida de oficinas en Perimetral. #Guayaquil,1
