tweet_id,tweet_created,latitude,longitude,category,text,is_cluster
39b6d2ba-30b7-4d3d,2023-10-24 07:16:00,8.960425,-79.554751,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. #Panama",1
db60737e-146f-4422,2023-10-24 07:17:00,8.960219,-79.554575,accidente,Golpe feo entre taxi y metrobus en Ancón.!,1
8ee66d5c-ef04-4b8a,2023-10-24 07:17:00,9.034935,-79.505262,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 🚑,1
1c73bce2-46cd-4177,2023-10-24 07:17:00,9.034986,-79.504786,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 😡,1
ea0e73c0-ddc3-491c,2023-10-24 07:17:00,8.959838,-79.55399,accidente,Acabo de ver un choque múltiple por Ancón. 🚑,1
e2088d4c-aeaa-4f4d,2023-10-24 07:17:00,8.988978,-79.522334,trafico,Congestión total hacia Bella Vista. #Panama,0
c822e8a5-dbcd-4f6d,2023-10-24 07:17:00,9.03546,-79.50491,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado.!",1
1857f2d6-8671-47ce,2023-10-24 07:17:00,9.035094,-79.504222,obstaculo,Semáforo dañado e intermitente en San Miguelito....,1
d827d011-5740-4bdb,2023-10-24 07:17:00,8.960607,-79.554628,accidente,"Fuerte colisión en Ancón, eviten la zona.!",1
c72885d2-b26f-4833,2023-10-24 07:17:00,8.959261,-79.555082,accidente,Parece que hubo heridos en el choque de Ancón.,1
69d8f598-fff2-48f3,2023-10-24 07:17:00,8.960554,-79.555022,accidente,"Motorizado en el piso, ambulancia llegando a Ancón. 🚑",1
413c142b-67d5-4313,2023-10-24 07:17:00,8.959838,-79.555377,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios.",1
2e4be769-7fd0-44f2,2023-10-24 07:17:00,9.035355,-79.504561,obstaculo,Carro dañado en el puente de San Miguelito. 🚑,1
550d3478-1697-48bd,2023-10-24 07:17:00,9.034911,-79.505017,obstaculo,Semáforo dañado e intermitente en San Miguelito. 🚑,1
32f4f67d-5933-4007,2023-10-24 07:17:00,9.034755,-79.504723,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito.!,1
8a0244d8-5d0d-4722,2023-10-24 07:17:00,9.035134,-79.50546,obstaculo,Semáforo dañado e intermitente en San Miguelito....,1
c2f415c6-ac10-4546,2023-10-24 07:17:00,8.968327,-79.547633,obstaculo,Inundación leve en la vía principal de Bella Vista....,0
8ec30bf4-c9e0-4b49,2023-10-24 07:17:00,8.960783,-79.555401,accidente,Acabo de ver un choque múltiple por Ancón.!,1
77e3c898-43bd-4be0,2023-10-24 07:17:00,9.034489,-79.5042,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 🚑,1
787e130d-4e89-4748,2023-10-24 07:17:00,9.034341,-79.505184,obstaculo,Inundación leve en la vía principal de San Miguelito.!,1
c4fc0f22-6a1f-4c7c,2023-10-24 07:17:00,9.035086,-79.505023,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 🚑,1
206342df-bcbb-4b21,2023-10-24 07:17:00,9.034397,-79.504672,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 😡,1
4cf056bf-50da-4ee8,2023-10-24 07:17:00,9.070767,-79.38141,accidente,"Están levantando el accidente de Tocumen, todavía hay vidrios.!",0
f6571d03-002c-4d9a,2023-10-24 07:17:00,8.961103,-79.55534,accidente,"Motorizado en el piso, ambulancia llegando a Ancón.",1
39f5f860-ad9a-438e,2023-10-24 07:17:00,9.035342,-79.504214,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado. 😡",1
848b16b5-eb44-4d1b,2023-10-24 07:17:00,8.959373,-79.556007,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios.!",1
1380fddc-743c-4228,2023-10-24 07:17:00,8.95975,-79.554998,accidente,Golpe feo entre taxi y metrobus en Ancón. #Panama,1
8925ecd1-9576-430e,2023-10-24 07:17:00,8.96686,-79.558492,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. 😡",0
0d0b4543-e8d0-4779,2023-10-24 07:17:00,8.959796,-79.555709,accidente,"Fuerte colisión en Ancón, eviten la zona.!",1
0dcb5ef7-9169-40a3,2023-10-24 07:17:00,9.034741,-79.504206,obstaculo,Inundación leve en la vía principal de San Miguelito. 😡,1
ad0511c6-ca3a-42db,2023-10-24 07:17:00,9.031495,-79.502696,obstaculo,Semáforo dañado e intermitente en San Miguelito. 🚑,0
952bd964-09ea-44e9,2023-10-24 07:17:00,8.964325,-79.554173,accidente,"Motorizado en el piso, ambulancia llegando a Ancón. #Panama",0
41c593cb-65bd-47ae,2023-10-24 07:17:00,9.034591,-79.504472,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 🚑,1
834ca15c-3222-46b6,2023-10-24 07:17:00,8.960273,-79.554933,accidente,"Fuerte colisión en Ancón, eviten la zona. #Panama",1
92f13f25-48eb-437e,2023-10-24 07:17:00,8.959163,-79.554652,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios....",1
ecab0889-650b-4d91,2023-10-24 07:17:00,9.034721,-79.505463,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito....,1
1e3ed018-fc7e-4af6,2023-10-24 07:17:00,9.035048,-79.505289,obstaculo,Carro dañado en el puente de San Miguelito.!,1
91c1d9e0-ef21-4eb5,2023-10-24 07:17:00,9.022514,-79.526594,obstaculo,"Objeto extraño en la vía por Betania, cuidado.!",0
2ed70091-5226-492f,2023-10-24 07:17:00,8.959589,-79.555102,accidente,Acabo de ver un choque múltiple por Ancón. 😡,1
9b4d432c-856f-42a3,2023-10-24 07:17:00,8.960618,-79.554834,accidente,Parece que hubo heridos en el choque de Ancón. #Panama,1
1956a5de-a50f-4bfe,2023-10-24 07:17:00,9.046165,-79.513591,accidente,"Están levantando el accidente de San Miguelito, todavía hay vidrios. 😡",0
f9570568-efb5-4a8a,2023-10-24 07:17:00,9.020562,-79.536069,accidente,"Motorizado en el piso, ambulancia llegando a Betania.!",0
16a3e68e-4d7f-4044,2023-10-24 07:17:00,8.959256,-79.555306,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. 🚑",1
d2ae7e03-0ec1-4d75,2023-10-24 07:17:00,9.038042,-79.503067,obstaculo,Carro dañado en el puente de San Miguelito....,0
608b9bed-5d01-43a9,2023-10-24 07:17:00,8.97848,-79.527579,trafico,Llevo 20 minutos sin moverme en Bella Vista. #Panama,0
a875871f-b456-4b0a,2023-10-24 07:17:00,9.035821,-79.505294,obstaculo,Carro dañado en el puente de San Miguelito....,1
cad6f2df-ede5-4e01,2023-10-24 07:17:00,9.035077,-79.504468,obstaculo,Semáforo dañado e intermitente en San Miguelito.!,1
477dd42d-0f4f-494a,2023-10-24 07:17:00,8.981023,-79.52362,trafico,Waze marca todo rojo saliendo de Bella Vista.,0
a89c33d2-e16b-4122,2023-10-24 07:17:00,9.035236,-79.504825,obstaculo,Inundación leve en la vía principal de San Miguelito....,1
2fe474a4-a492-4908,2023-10-24 07:17:00,8.982148,-79.497274,no_incidentes,El gobierno debería arreglar las calles de San Francisco.,0
27ce4eab-af1c-4695,2023-10-24 07:17:00,9.004057,-79.527914,trafico,Waze marca todo rojo saliendo de Betania....,0
b1e6d0bd-7e49-40a3,2023-10-24 07:18:00,8.967298,-79.530965,no_incidentes,El gobierno debería arreglar las calles de Bella Vista....,0
ec55f8f6-eafb-4f73,2023-10-24 07:18:00,9.035689,-79.504504,obstaculo,Carro dañado en el puente de San Miguelito.,1
8ee6bf6b-73bb-4206,2023-10-24 07:18:00,9.035151,-79.504711,obstaculo,Carro dañado en el puente de San Miguelito....,1
4477a124-bcb4-4873,2023-10-24 07:18:00,8.959678,-79.55416,accidente,"Motorizado en el piso, ambulancia llegando a Ancón....",1
9708c6d4-0d75-42bd,2023-10-24 07:18:00,8.960069,-79.555273,accidente,Golpe feo entre taxi y metrobus en Ancón. 🚑,1
06d7ae9c-b721-49c1,2023-10-24 07:18:00,9.03457,-79.517846,obstaculo,Inundación leve en la vía principal de San Miguelito....,0
88377870-e834-4f6c,2023-10-24 07:18:00,8.959798,-79.554879,accidente,Parece que hubo heridos en el choque de Ancón. #Panama,1
e0157229-c848-42d3,2023-10-24 07:18:00,8.960462,-79.554929,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios.",1
db9f8751-c3f3-4d90,2023-10-24 07:18:00,9.023181,-79.502477,accidente,"Motorizado en el piso, ambulancia llegando a San Miguelito....",0
2cbb6abf-d4b7-4da1,2023-10-24 07:18:00,8.960335,-79.555074,accidente,"Fuerte colisión en Ancón, eviten la zona....",1
947f8551-414c-444d,2023-10-24 07:18:00,9.034999,-79.50539,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito.!,1
d191c140-44f3-4c75,2023-10-24 07:18:00,8.958893,-79.569679,obstaculo,Hay un hueco enorme rompiendo llantas en Ancón....,0
5236700e-2f66-42d6,2023-10-24 07:18:00,8.990099,-79.520408,no_incidentes,¿Alguien sabe si hay paso por Bella Vista? #Panama,0
c6476b26-1789-48c7,2023-10-24 07:18:00,8.960764,-79.553905,accidente,Acabo de ver un choque múltiple por Ancón. #Panama,1
61bac919-dee0-4bb9,2023-10-24 07:18:00,9.034768,-79.504577,obstaculo,Semáforo dañado e intermitente en San Miguelito.!,1
874060d1-f206-476f,2023-10-24 07:18:00,9.034239,-79.505114,obstaculo,Inundación leve en la vía principal de San Miguelito.!,1
076cdaa1-9bb8-478e,2023-10-24 07:18:00,9.007907,-79.500927,trafico,Fila interminable para entrar a San Francisco. #Panama,0
d887d310-3063-41de,2023-10-24 07:18:00,9.031984,-79.50828,trafico,Congestión total hacia San Miguelito....,0
146cd19c-a912-424d,2023-10-24 07:18:00,9.035552,-79.504404,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito....,1
cdfc28c0-a368-4129,2023-10-24 07:18:00,9.037871,-79.511371,no_incidentes,Denuncia ciudadana: la basura en San Miguelito es insoportable.!,0
ccae66be-5490-4184,2023-10-24 07:18:00,8.959716,-79.554339,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios.!",1
95b69621-727f-4a36,2023-10-24 07:18:00,8.961079,-79.554653,accidente,Acabo de ver un choque múltiple por Ancón. 😡,1
34598b80-0591-4aab,2023-10-24 07:18:00,8.990663,-79.508792,obstaculo,Carro dañado en el puente de San Francisco. 😡,0
5c9adb64-2d33-487c,2023-10-24 07:18:00,9.034356,-79.505918,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado....",1
db92dc5f-da1a-4165,2023-10-24 07:18:00,9.035868,-79.503984,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito.!,1
858bd38e-c55f-43da,2023-10-24 07:18:00,8.95914,-79.554781,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios.!",1
f1216cdf-473d-4c4c,2023-10-24 07:18:00,8.959481,-79.554968,accidente,"Motorizado en el piso, ambulancia llegando a Ancón. 🚑",1
837abe67-34a7-4b79,2023-10-24 07:18:00,9.029605,-79.506959,trafico,El tranque en San Miguelito no es normal hoy. 😡,0
d3c66375-aa50-4197,2023-10-24 07:18:00,8.963879,-79.53624,trafico,"Colapso vial en Bella Vista, busquen alternas.",0
4b92bd98-6865-4646,2023-10-24 07:18:00,8.959876,-79.547586,trafico,Waze marca todo rojo saliendo de Ancón....,0
98cd2bb3-ef67-4a86,2023-10-24 07:18:00,9.012424,-79.532538,trafico,Waze marca todo rojo saliendo de Betania. #Panama,0
0c855db9-874f-452d,2023-10-24 07:18:00,9.034776,-79.503971,obstaculo,Carro dañado en el puente de San Miguelito.,1
607f5137-bca9-4d18,2023-10-24 07:18:00,8.959991,-79.554524,accidente,Parece que hubo heridos en el choque de Ancón.,1
ca2dd747-5b2b-4417,2023-10-24 07:18:00,9.035621,-79.504432,obstaculo,Carro dañado en el puente de San Miguelito.!,1
602b0caf-5649-4f7c,2023-10-24 07:18:00,8.960614,-79.554805,accidente,Acabo de ver un choque múltiple por Ancón. #Panama,1
230ce835-b8c2-467e,2023-10-24 07:18:00,8.964397,-79.562308,obstaculo,Semáforo dañado e intermitente en Ancón. 🚑,0
6517746a-5cbe-4079,2023-10-24 07:18:00,9.03454,-79.504618,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito. 😡,1
fb83b68a-9088-4ef2,2023-10-24 07:18:00,9.007308,-79.528477,accidente,Golpe feo entre taxi y metrobus en Betania. 🚑,0
999a3476-1775-44ff,2023-10-24 07:18:00,9.034668,-79.505186,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado. 🚑",1
3acbab26-2ce1-42f2,2023-10-24 07:18:00,9.035067,-79.505323,obstaculo,Carro dañado en el puente de San Miguelito.,1
597ca5e2-1dde-449a,2023-10-24 07:18:00,9.035521,-79.505472,obstaculo,Carro dañado en el puente de San Miguelito. 🚑,1
eecd4990-a246-487e,2023-10-24 07:18:00,8.980393,-79.535798,no_incidentes,¿Alguien sabe si hay paso por Bella Vista? 🚑,0
4e253a18-6cdd-4c32,2023-10-24 07:18:00,8.975853,-79.524714,no_incidentes,"Ojalá no haya choque hoy, necesito llegar temprano. #Panama",0
9104c9a3-d58f-4308,2023-10-24 07:18:00,9.035479,-79.505341,obstaculo,Inundación leve en la vía principal de San Miguelito. #Panama,1
49c9e58d-c193-40d0,2023-10-24 07:18:00,9.035216,-79.505003,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito.,1
fa54562a-e29b-4787,2023-10-24 07:18:00,8.960149,-79.554449,accidente,Acabo de ver un choque múltiple por Ancón....,1
bbadb80c-edd7-46cc,2023-10-24 07:18:00,9.014352,-79.531789,trafico,El tranque en Betania no es normal hoy. #Panama,0
fe6852e0-492c-44d9,2023-10-24 07:18:00,9.034932,-79.504794,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado....",1
e9ce8246-f715-4e6f,2023-10-24 07:18:00,8.975689,-79.530327,no_incidentes,¿Alguien sabe si hay paso por Bella Vista? 😡,0
f861c5ba-5d0c-486b,2023-10-24 07:18:00,8.987938,-79.531571,no_incidentes,"Odio el tráfico de esta ciudad, siempre es lo mismo. #Panama",0
5635bf61-3c63-4748,2023-10-24 07:19:00,8.959874,-79.556379,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. 😡",1
58f1d3fa-bc37-4b88,2023-10-24 07:19:00,8.960248,-79.555446,accidente,Parece que hubo heridos en el choque de Ancón. 😡,1
75e4c9f2-d3d0-4a2a,2023-10-24 07:19:00,8.943643,-79.55612,trafico,Congestión total hacia Ancón....,0
42ffd517-3a15-4b37,2023-10-24 07:19:00,8.960431,-79.554165,accidente,"Motorizado en el piso, ambulancia llegando a Ancón.!",1
07addde0-9493-47db,2023-10-24 07:19:00,9.070662,-79.384474,obstaculo,Inundación leve en la vía principal de Tocumen....,1
4b89ee86-297d-4b64,2023-10-24 07:19:00,8.959496,-79.554444,accidente,Golpe feo entre taxi y metrobus en Ancón. #Panama,1
79b22bc3-573b-44ca,2023-10-24 07:19:00,8.972365,-79.525548,trafico,Waze marca todo rojo saliendo de Bella Vista. 😡,0
45a9b4d2-0d46-4d88,2023-10-24 07:19:00,9.070872,-79.384599,obstaculo,Carro dañado en el puente de Tocumen.,1
d23dd2cf-1b1c-412a,2023-10-24 07:19:00,8.999375,-79.515687,no_incidentes,Mi vida es un accidente constante.!,0
18f08d79-781d-48ac,2023-10-24 07:19:00,9.034425,-79.505268,obstaculo,Inundación leve en la vía principal de San Miguelito.!,1
b472761f-aa2c-4006,2023-10-24 07:19:00,9.005238,-79.526844,trafico,Congestión total hacia Betania.!,0
2b324ed9-41f1-485c,2023-10-24 07:19:00,9.035501,-79.504319,obstaculo,Semáforo dañado e intermitente en San Miguelito. 🚑,1
ec8266a8-74b3-4a2e,2023-10-24 07:19:00,9.035446,-79.504591,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito....,1
90927baf-4bc3-4ce9,2023-10-24 07:19:00,9.070393,-79.385191,obstaculo,Inundación leve en la vía principal de Tocumen....,1
5ca49881-a4d1-4836,2023-10-24 07:19:00,9.034228,-79.505159,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito....,1
28c131c8-6bc0-4b58,2023-10-24 07:19:00,8.960761,-79.555696,accidente,"Están levantando el accidente de Ancón, todavía hay vidrios. 😡",1
03d8558b-de88-407b,2023-10-24 07:19:00,8.9828,-79.536202,accidente,Acabo de ver un choque múltiple por Ancón.,0
c523a670-3f60-446b,2023-10-24 07:19:00,8.959331,-79.554429,accidente,"Motorizado en el piso, ambulancia llegando a Ancón.",1
ee5522cc-84cf-4417,2023-10-24 07:19:00,9.071403,-79.385464,obstaculo,Carro dañado en el puente de Tocumen. 🚑,1
05897877-dccf-4c54,2023-10-24 07:19:00,9.044947,-79.50758,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado. #Panama",0
e2db8f6c-9895-4a40,2023-10-24 07:19:00,8.99703,-79.498571,no_incidentes,¿Alguien sabe si hay paso por San Francisco?!,0
c08cf492-d5d4-48b0,2023-10-24 07:19:00,8.959468,-79.555746,accidente,Acabo de ver un choque múltiple por Ancón.!,1
d10536b8-5cad-4b40,2023-10-24 07:19:00,8.956344,-79.541488,trafico,"Colapso vial en Ancón, busquen alternas....",0
550a93ec-ffef-4023,2023-10-24 07:19:00,9.051253,-79.387694,accidente,Golpe feo entre taxi y metrobus en Tocumen. 😡,0
3fb181a0-cc1e-4185,2023-10-24 07:19:00,8.959945,-79.554508,accidente,Golpe feo entre taxi y metrobus en Ancón. #Panama,1
48cab041-c5de-41ec,2023-10-24 07:19:00,9.073665,-79.389232,trafico,El tranque en Tocumen no es normal hoy. 🚑,0
51b2a4b9-2d34-49a1,2023-10-24 07:19:00,8.980984,-79.53186,accidente,"Fuerte colisión en Bella Vista, eviten la zona....",0
9957ba84-641d-4a46,2023-10-24 07:19:00,9.035037,-79.504734,obstaculo,Semáforo dañado e intermitente en San Miguelito. 🚑,1
8d8b6b87-40cc-4778,2023-10-24 07:19:00,9.070516,-79.384739,obstaculo,Carro dañado en el puente de Tocumen....,1
90152f8d-6aca-40af,2023-10-24 07:19:00,8.999118,-79.510219,no_incidentes,Viendo las noticias del tráfico mientras tomo café. 🚑,0
99864e3b-106f-4a22,2023-10-24 07:19:00,8.95931,-79.554777,accidente,"Fuerte colisión en Ancón, eviten la zona....",1
4ef91917-00f0-46b2,2023-10-24 07:19:00,8.967162,-79.536407,obstaculo,Semáforo dañado e intermitente en Bella Vista. 🚑,0
ee687102-24e2-4f4b,2023-10-24 07:19:00,9.034689,-79.505248,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito....,1
ac14880c-122b-459d,2023-10-24 07:19:00,9.071109,-79.385153,obstaculo,Semáforo dañado e intermitente en Tocumen. 😡,1
caaaa73f-2747-415c,2023-10-24 07:19:00,9.044879,-79.507698,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 🚑,0
2116fef6-8f31-4689,2023-10-24 07:19:00,9.035249,-79.505706,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 😡,1
63d65dfc-036b-4ac2,2023-10-24 07:19:00,8.959329,-79.554857,accidente,Parece que hubo heridos en el choque de Ancón. 🚑,1
ae72c3d5-133d-42c0,2023-10-24 07:19:00,9.015929,-79.525379,trafico,Llevo 20 minutos sin moverme en Betania.,0
f1459f12-d8d9-4f25,2023-10-24 07:19:00,9.034955,-79.505028,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 😡,1
279b1d36-4509-4419,2023-10-24 07:19:00,8.959692,-79.556082,accidente,"Fuerte colisión en Ancón, eviten la zona. 😡",1
28932923-b944-49f7,2023-10-24 07:19:00,8.961774,-79.558262,trafico,Waze marca todo rojo saliendo de Ancón. 😡,0
413a8ca2-2a71-40e6,2023-10-24 07:19:00,9.071909,-79.385129,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado. 😡",1
f90ef2b3-4102-41bb,2023-10-24 07:19:00,9.067262,-79.395433,no_incidentes,"Odio el tráfico de esta ciudad, siempre es lo mismo.",0
befc948f-a900-4673,2023-10-24 07:19:00,8.960482,-79.555683,accidente,Acabo de ver un choque múltiple por Ancón.!,1
9074ff7e-79a2-4315,2023-10-24 07:19:00,9.03496,-79.504083,obstaculo,Árbol caído bloqueando el carril derecho en San Miguelito....,1
3255cdb9-7273-43f6,2023-10-24 07:19:00,9.029322,-79.527341,accidente,Parece que hubo heridos en el choque de Betania.,0
2f3aeab6-8575-4144,2023-10-24 07:19:00,9.035346,-79.504808,obstaculo,Semáforo dañado e intermitente en San Miguelito. 🚑,1
8b404392-4a56-4cf4,2023-10-24 07:19:00,8.956666,-79.561636,obstaculo,Semáforo dañado e intermitente en Ancón. 🚑,0
b22f3c4e-462a-4973,2023-10-24 07:19:00,8.96653,-79.523312,accidente,Parece que hubo heridos en el choque de Bella Vista. 😡,0
99472452-8c27-42f1,2023-10-24 07:19:00,9.071426,-79.385403,obstaculo,Inundación leve en la vía principal de Tocumen. #Panama,1
b81a51fc-6d80-4a15,2023-10-24 07:20:00,8.959924,-79.555188,accidente,Golpe feo entre taxi y metrobus en Ancón....,1
26043bd0-f262-4ccb,2023-10-24 07:20:00,9.067869,-79.386816,trafico,Congestión total hacia Tocumen.!,0
12907f54-e6dd-42eb,2023-10-24 07:20:00,9.035139,-79.50539,obstaculo,Inundación leve en la vía principal de San Miguelito.,1
adaf6cf8-fff6-4142,2023-10-24 07:20:00,9.071885,-79.385121,obstaculo,Carro dañado en el puente de Tocumen. #Panama,1
7b9f9680-9426-4701,2023-10-24 07:20:00,9.071434,-79.38475,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado.!",1
d7bbbbe9-32e1-40e6,2023-10-24 07:20:00,9.070755,-79.38575,obstaculo,Carro dañado en el puente de Tocumen.,1
2210b17c-3590-46c1,2023-10-24 07:20:00,9.07112,-79.386305,obstaculo,Hay un hueco enorme rompiendo llantas en Tocumen. #Panama,1
87adb9c6-2a10-4906,2023-10-24 07:20:00,9.071063,-79.384927,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado. 😡",1
fc3b73f1-afa0-49cb,2023-10-24 07:20:00,9.07166,-79.383919,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado.!",1
0905c6de-d7b5-4288,2023-10-24 07:20:00,9.072192,-79.382847,trafico,"Colapso vial en Tocumen, busquen alternas. 🚑",0
c902d678-89ca-44c6,2023-10-24 07:20:00,9.079155,-79.387555,trafico,Congestión total hacia Tocumen.,0
51ce6c23-1e9c-4275,2023-10-24 07:20:00,8.968607,-79.538112,obstaculo,Hay un hueco enorme rompiendo llantas en Bella Vista.,0
669e9324-17e1-4dcd,2023-10-24 07:20:00,8.946723,-79.555307,trafico,Llevo 20 minutos sin moverme en Ancón.,0
1d46b224-d0cd-492a,2023-10-24 07:20:00,9.07091,-79.385157,obstaculo,Árbol caído bloqueando el carril derecho en Tocumen.,1
83985ce7-99b0-436b,2023-10-24 07:20:00,9.02168,-79.533479,trafico,Congestión total hacia Betania. #Panama,0
008ba68e-bef5-4302,2023-10-24 07:20:00,9.034687,-79.505668,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado. 😡",1
39b027f5-095a-45ac,2023-10-24 07:20:00,9.034734,-79.505354,obstaculo,"Objeto extraño en la vía por San Miguelito, cuidado.!",1
a79986ae-1633-424b,2023-10-24 07:20:00,8.983223,-79.525007,no_incidentes,¿Alguien sabe si hay paso por Bella Vista? 🚑,0
a3f83fb9-63af-4725,2023-10-24 07:20:00,8.982095,-79.550322,trafico,Llevo 20 minutos sin moverme en Bella Vista....,0
fc0f98fc-d19f-4e71,2023-10-24 07:20:00,9.035367,-79.504428,obstaculo,Carro dañado en el puente de San Miguelito.!,1
2214352d-53ef-462c,2023-10-24 07:20:00,9.071916,-79.386146,obstaculo,Hay un hueco enorme rompiendo llantas en Tocumen. 😡,1
843b9f31-04bf-44a9,2023-10-24 07:20:00,9.022347,-79.533726,trafico,El tranque en Betania no es normal hoy....,0
aba65c27-ec59-4ed5,2023-10-24 07:20:00,9.033137,-79.516242,trafico,Llevo 20 minutos sin moverme en San Miguelito. 🚑,0
1a4cc8d3-7fee-44fd,2023-10-24 07:20:00,8.987086,-79.507572,obstaculo,Inundación leve en la vía principal de San Francisco....,0
96959341-ba6e-45f8,2023-10-24 07:20:00,9.070558,-79.385425,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado. 😡",1
e144689b-4027-4870,2023-10-24 07:20:00,9.014308,-79.530567,trafico,Fila interminable para entrar a Betania. 🚑,0
582a492d-8041-436f,2023-10-24 07:20:00,8.960401,-79.581249,obstaculo,"Objeto extraño en la vía por Ancón, cuidado.!",0
9eeaf235-3857-40e7,2023-10-24 07:20:00,9.035296,-79.504557,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 😡,1
73b06353-85d3-414d,2023-10-24 07:20:00,8.973778,-79.528787,accidente,"Motorizado en el piso, ambulancia llegando a Bella Vista.",0
dd21a3ef-bc47-4303,2023-10-24 07:20:00,9.071244,-79.384822,obstaculo,"Objeto extraño en la vía por Tocumen, cuidado. #Panama",1
9b19845b-9532-4a84,2023-10-24 07:20:00,9.001443,-79.530648,no_incidentes,El gobierno debería arreglar las calles de Betania. 😡,0
f1d5c9d6-0b5d-45a8,2023-10-24 07:20:00,8.97915,-79.502083,trafico,"Colapso vial en San Francisco, busquen alternas. 🚑",0
06faa917-c710-464f,2023-10-24 07:20:00,9.070772,-79.385105,obstaculo,Inundación leve en la vía principal de Tocumen.!,1
504b5060-b38f-45c8,2023-10-24 07:20:00,8.987242,-79.507826,trafico,Llevo 20 minutos sin moverme en San Francisco.,0
396f8df2-8433-444f,2023-10-24 07:20:00,9.002822,-79.516791,accidente,Acabo de ver un choque múltiple por San Francisco.!,0
f0f88c41-6e92-414a,2023-10-24 07:20:00,8.978791,-79.537554,trafico,Llevo 20 minutos sin moverme en Bella Vista....,0
d1f93843-fb03-415b,2023-10-24 07:20:00,9.071273,-79.385135,obstaculo,Árbol caído bloqueando el carril derecho en Tocumen. #Panama,1
25901aa4-2d68-4fcc,2023-10-24 07:20:00,9.009455,-79.528135,trafico,"Colapso vial en Betania, busquen alternas. #Panama",0
01970ef9-0c1d-4a05,2023-10-24 07:20:00,9.046926,-79.484289,trafico,"Colapso vial en San Miguelito, busquen alternas....",0
2b78d642-d322-4bd2,2023-10-24 07:20:00,9.029854,-79.495584,no_incidentes,El gobierno debería arreglar las calles de San Miguelito. 🚑,0
a1abdab9-2603-40e0,2023-10-24 07:20:00,8.988246,-79.516572,trafico,Llevo 20 minutos sin moverme en Bella Vista. 😡,0
a221813a-5a05-494e,2023-10-24 07:20:00,9.070643,-79.385206,obstaculo,Carro dañado en el puente de Tocumen....,1
44c15cb5-2b94-4914,2023-10-24 07:20:00,9.034911,-79.505313,obstaculo,Semáforo dañado e intermitente en San Miguelito.!,1
48be2618-3cd1-499b,2023-10-24 07:20:00,9.033863,-79.504101,obstaculo,Hay un hueco enorme rompiendo llantas en San Miguelito. 🚑,1
c705e2a1-18e4-4cf7,2023-10-24 07:20:00,9.034466,-79.505557,obstaculo,Inundación leve en la vía principal de San Miguelito. 🚑,1
0fd7e75c-d9a9-40f6,2023-10-24 07:20:00,9.034972,-79.505188,obstaculo,Inundación leve en la vía principal de San Miguelito.,1
e02016fb-c005-4756,2023-10-24 07:20:00,8.979677,-79.514194,trafico,Waze marca todo rojo saliendo de San Francisco. #Panama,0
da38c8c7-a181-48db,2023-10-24 07:20:00,8.959681,-79.5549,accidente,Golpe feo entre taxi y metrobus en Ancón.,1
b36f5dba-3833-4fcf,2023-10-24 07:20:00,8.972282,-79.524964,trafico,Waze marca todo rojo saliendo de Bella Vista.,0
